displayName,positionTyped,score,0,mins_played,yellow_card,fouls,was_fouled,error_lead_to_shot,double_double,triple_double,triple_triple,poss_lost_ctrl,duel_lost,duel_won,interception_won,big_chance_created,adjusted_total_att_assist,accurate_pass,successful_final_third_passes,ontarget_scoring_att,won_contest,pen_area_entries,penalty_kick_missed,big_chance_missed,saves,saved_ibox,good_high_claim,punches,dive_save,dive_catch,cross_not_claimed,six_second_violation,gk_smother,accurate_keeper_sweeper,goals_conceded,accurate_long_balls,missed_pass,clean_sheet_60,effective_clearance,won_tackle,blocked_cross,outfielder_block,poss_won,long_pass_own_to_opp_success,totalScore
John Anthony Brooks,Defender,37.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-4.2,0.0,4.5,3.0,0.0,0.0,1.2,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.5,-1.4,0.0,3.5,0.0,0.0,0.0,1.0,0.5,
Lukáš Hradecky,Goalkeeper,42.8,,0.0,0.0,0.0,,0.0,,,,-1.2,,,,0.0,0.0,1.2,0.0,0.0,,,0.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.4,-0.6000000000000001,,,,,,,,
Leart Pacarada,Defender,36.7,,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,-4.8,-6.0,3.0,6.0,0.0,3.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,2.5,-1.0,0.0,1.0,6.0,0.0,2.0,2.5,1.5,
Emil Forsberg,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Robin Gosens,Defender,33.5,,0.0,-3.0,-4.0,,0.0,0.0,0.0,0.0,-3.6,-6.0,7.5,0.0,0.0,3.0,2.4,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.5,-0.8,0.0,3.0,0.0,0.0,0.0,2.0,3.0,
Yannick Gerhardt,Midfielder,29.8,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5,0.0,0.8,3.0,0.0,2.0,1.1,1.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.5,-0.30000000000000004,,,0.0,0.0,0.0,0.5,,
Matúš Bero,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Maximilian Eggestein,Midfielder,31.6,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,1.6,6.0,0.0,0.0,0.9,0.30000000000000004,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-1.2,,,0.0,0.0,0.0,1.5,,
Matěj Kovář,Goalkeeper,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Benno Schmitz,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lukas Klostermann,Defender,39.8,,0.0,-3.0,-2.0,,0.0,0.0,0.0,0.0,-2.4,-10.0,1.5,0.0,0.0,0.0,4.2,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.8,10.0,1.0,0.0,1.0,2.0,1.0,0.5,
Josip Juranovic,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Leonardo Bittencourt,Midfielder,39.3,,0.0,0.0,-2.0,3.0,0.0,0.0,0.0,0.0,-6.0,-4.8,2.4,3.0,0.0,0.0,3.8,1.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-2.1,,,0.0,0.0,0.0,2.5,,
Jens Stage,Midfielder,31.7,,0.0,-3.0,-5.0,0.0,0.0,0.0,0.0,0.0,-4.0,-6.4,2.4,0.0,0.0,4.0,4.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-2.4,,,0.0,0.0,1.0,2.5,,
Deniz Undav,Forward,73.9,,0.0,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,-1.3,-8.0,5.0,0.0,3.0,4.0,1.6,0.6000000000000001,12.0,0.5,1.0,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Tiago Tomás,Forward,28.5,,0.0,-3.0,-0.5,1.0,0.0,0.0,0.0,0.0,-0.9,-1.0,2.0,0.0,0.0,2.0,0.7000000000000001,0.2,0.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Aurélio Buta,Defender,28.6,,0.0,-3.0,0.0,,0.0,0.0,0.0,0.0,-6.6,-8.0,4.5,0.0,0.0,0.0,1.1,1.6,6.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,-1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,
Gonçalo Paciência,Forward,16.8,,0.0,-3.0,-0.5,1.0,0.0,0.0,0.0,0.0,-0.9,-6.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Fredrik Jensen,Midfielder,42.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.5,-0.8,1.6,0.0,0.0,2.0,1.3,1.8,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.0,-0.9,,,3.0,0.0,0.0,1.0,,
Luca Netz,Defender,51.1,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-7.2,-12.0,10.5,12.0,0.0,0.0,3.5,1.2,0.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,1.5,-1.4,0.0,2.0,3.0,2.0,0.0,1.5,1.0,
Anwar El Ghazi,Forward,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Matej Maglica,Defender,17.7,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-1.2,-2.0,1.5,0.0,0.0,0.0,1.5,0.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4,0.0,1.0,0.0,0.0,0.0,0.5,1.5,
Christoph Klarer,Defender,17.5,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-3.0,-4.0,1.5,0.0,0.0,0.0,4.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.0,1.5,-0.6000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,4.0,
Klaus Gjasula,Midfielder,18.4,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.8,0.0,3.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.30000000000000004,,,0.0,0.0,0.0,0.0,,
Andreas Müller,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Robert Andrich,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Linton Maina,Midfielder,29.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,-0.8,0.0,0.0,0.0,2.0,0.6000000000000001,0.9,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,-0.6000000000000001,,,0.0,0.0,0.0,1.0,,
Mohamed Simakan,Defender,52.0,,0.0,-3.0,-4.0,,0.0,0.0,0.0,0.0,-3.6,-10.0,7.5,0.0,0.0,3.0,5.2,3.2,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,-0.8,10.0,0.5,0.0,0.0,0.0,1.0,4.0,
Lovro Majer,Midfielder,60.0,,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,-7.0,-2.4,0.8,0.0,0.0,2.0,2.2,3.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.4,,,0.0,0.0,0.0,1.5,,
Sven Ulreich,Goalkeeper,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Mario Götze,Midfielder,25.1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,-0.8,0.8,0.0,0.0,0.0,0.5,0.6000000000000001,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.5,,,3.0,0.0,0.0,1.5,,
Mitchell Weiser,Defender,37.8,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-13.2,-10.0,4.5,0.0,0.0,0.0,2.9,2.8,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-2.2,10.0,0.0,0.0,0.0,0.0,1.5,2.5,
Marius Wolf,Defender,10.3,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-10.2,-4.0,4.5,0.0,0.0,3.0,2.9,5.2,0.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,1.0,-1.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,
Ivan Ordets,Defender,41.9,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,9.0,0.0,0.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,
Rocco Reitz,Midfielder,58.7,,0.0,0.0,-1.0,1.0,0.0,4.0,0.0,0.0,-6.0,-2.4,8.0,3.0,0.0,0.0,4.8,2.1,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.5,-3.3,,,6.0,0.0,0.0,3.5,,
Ludovic Ajorque,Forward,30.9,,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,-0.7000000000000001,-6.0,3.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Danny da Costa,Defender,29.5,,0.0,0.0,-2.0,,0.0,4.0,0.0,0.0,-12.0,-8.0,10.5,3.0,0.0,0.0,1.8,1.6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,-2.4,0.0,2.0,12.0,1.0,0.0,5.5,2.5,
Marcel Schuhen,Goalkeeper,37.9,,0.0,0.0,0.0,,0.0,,,,-3.9,,,,0.0,0.0,3.9,0.0,0.0,,,0.0,0.0,16.0,12.0,0.0,1.5,15.0,0.0,0.0,0.0,0.0,3.0,-24.0,2.0,-2.6,,,,,,,,
Tim Siersleben,Defender,73.5,,0.0,0.0,-4.0,,0.0,0.0,0.0,0.0,-2.4,-14.0,3.0,3.0,0.0,0.0,5.8,5.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,4.5,-0.6000000000000001,0.0,0.5,3.0,0.0,2.0,4.5,10.5,
Wout Weghorst,Forward,78.5,,0.0,0.0,-0.5,2.0,0.0,4.0,0.0,0.0,-1.3,-6.0,10.0,0.0,3.0,2.0,1.2,0.6000000000000001,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Noah Atubolu,Goalkeeper,45.7,,0.0,0.0,0.0,,0.0,,,,-2.7,,,,0.0,0.0,2.2,0.5,0.0,,,0.0,0.0,4.0,2.0,0.0,1.5,6.0,0.0,0.0,0.0,0.0,3.0,-6.0,2.0,-1.8,,,,,,,,
Merlin Röhl,Midfielder,41.2,,0.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,-3.0,-3.2,5.6,0.0,0.0,0.0,0.7000000000000001,0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,-0.9,,,3.0,0.0,0.0,2.5,,
Josip Stanišić,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Benjamin Henrichs,Defender,100.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-6.0,-2.0,7.5,0.0,6.0,12.0,3.2,4.0,3.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.4,10.0,1.5,0.0,0.0,0.0,1.0,2.5,
Alex Král,Midfielder,26.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6,0.0,3.0,0.0,0.0,1.1,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,,,0.0,0.0,0.0,1.5,,
Justin Njinmah,Forward,28.9,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Donyell Malen,Forward,41.8,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,0.0,3.0,2.0,0.9,0.4,0.0,1.0,2.5,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Cristian Gamboa,Defender,28.6,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-5.4,-6.0,3.0,3.0,0.0,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.5,-1.4,0.0,1.0,3.0,0.0,0.0,2.5,1.0,
Takuma Asano,Forward,37.7,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.9,-3.0,2.0,0.0,0.0,0.0,1.4,0.7000000000000001,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Philipp Förster,Midfielder,38.5,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,-6.5,-2.4,4.0,0.0,0.0,2.0,1.1,1.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.5,-2.7,,,0.0,0.0,0.0,2.0,,
Silas Katompa Mvumpa,Forward,38.9,,0.0,0.0,-0.5,1.0,0.0,0.0,0.0,0.0,-1.3,-9.0,5.0,0.0,0.0,0.0,2.0,1.2,3.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Marvin Pieringer,Forward,20.6,,0.0,-3.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.5,-4.0,2.0,0.0,0.0,0.0,0.7000000000000001,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Omar Traoré,Defender,33.1,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-4.8,-6.0,4.5,3.0,0.0,0.0,1.2,1.6,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.5,-0.4,0.0,0.5,0.0,0.0,0.0,1.0,0.0,
Lukas Kübler,Defender,37.0,,0.0,-3.0,-4.0,,0.0,0.0,0.0,0.0,-4.2,-4.0,1.5,9.0,0.0,0.0,1.2,2.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.0,-1.0,0.0,1.5,0.0,0.0,6.0,1.0,1.5,
Noah Weißhaupt,Midfielder,26.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-0.8,0.0,0.0,0.0,2.0,0.30000000000000004,0.30000000000000004,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.6000000000000001,,,0.0,0.0,0.0,0.5,,
Marvin Schwäbe,Goalkeeper,38.5,,0.0,0.0,0.0,,0.0,,,,-2.1,,,,0.0,0.0,3.3,0.0,0.0,,,0.0,0.0,14.0,10.0,0.0,1.5,15.0,0.0,0.0,0.0,0.0,0.0,-18.0,0.8,-1.0,,,,,,,,
Paul Jaeckel,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lucas Tousart,Midfielder,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Diogo Leite,Defender,40.3,,0.0,-3.0,-4.0,,0.0,0.0,0.0,0.0,-10.2,-8.0,7.5,3.0,0.0,0.0,4.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,1.5,-2.2,0.0,1.5,12.0,0.0,2.0,1.5,4.0,
Mattias Svanberg,Midfielder,78.3,,0.0,0.0,-1.0,6.0,0.0,0.0,0.0,0.0,-7.5,-0.8,4.8,3.0,0.0,2.0,5.4,4.8,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,1.5,-2.4,,,0.0,0.0,0.0,1.5,,
Felix Passlack,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mads Pedersen,Defender,20.1,,0.0,-3.0,-4.0,,0.0,0.0,0.0,0.0,-6.0,-4.0,1.5,0.0,0.0,3.0,0.5,0.8,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.5,-1.2,0.0,1.0,0.0,0.0,0.0,2.0,0.5,
Finn Dahmen,Goalkeeper,47.4,,0.0,0.0,0.0,,0.0,,,,-3.3,,,,0.0,0.0,3.3,1.5,0.0,,,0.0,0.0,8.0,4.0,1.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,-6.0,2.4,-2.0,,,,,,,,
Nathan Ngoumou,Midfielder,52.9,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5,-1.6,4.0,3.0,0.0,2.0,2.2,2.4,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.6000000000000001,,,3.0,0.0,0.0,0.5,,
Jae-Sung Lee,Midfielder,30.9,,0.0,-3.0,0.0,2.0,0.0,0.0,0.0,0.0,-2.5,-4.0,4.8,3.0,0.0,2.0,1.5,0.30000000000000004,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-1.2,,,3.0,0.0,0.0,1.5,,
Sepp van den Berg,Defender,33.4,,0.0,0.0,-4.0,,0.0,4.0,0.0,0.0,-12.0,-14.0,13.5,9.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.0,-3.4,0.0,2.0,0.0,0.0,2.0,2.0,3.0,
Adrian Beck,Midfielder,26.6,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-4.0,-7.2,0.8,0.0,0.0,0.0,1.7000000000000002,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.9,,,3.0,0.0,0.0,0.0,,
Leonardo Bonucci,Defender,50.1,,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,-9.6,-2.0,6.0,0.0,0.0,0.0,3.1,1.6,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.5,-3.0,0.0,2.0,6.0,0.0,2.0,2.0,6.5,
Eric Martel,Midfielder,0.8,,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,-5.0,-4.0,3.2,0.0,0.0,0.0,2.9,1.2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,-1.5,,,0.0,0.0,0.0,1.5,,
Christoph Baumgartner,Midfielder,63.7,,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.5,-1.6,2.4,0.0,0.0,0.0,0.6000000000000001,0.9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000001,,,0.0,0.0,0.0,0.5,,
Janik Haberer,Midfielder,34.6,,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.4,0.8,0.0,0.0,0.0,2.4,1.8,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,1.0,-1.5,,,0.0,0.0,0.0,2.5,,
Václav Černý,Forward,27.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Philipp Hofmann,Forward,30.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,7.0,0.0,0.0,0.0,0.6000000000000001,0.1,3.0,0.5,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Aymen Barkok,Midfielder,13.5,,0.0,0.0,-5.0,1.0,0.0,0.0,0.0,0.0,-9.0,-10.4,5.6,0.0,0.0,0.0,0.9,1.5,6.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.5,-3.6,,,0.0,0.0,0.0,1.0,,
Maximilian Mittelstädt,Defender,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lennard Maloney,Defender,44.4,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-4.2,-6.0,6.0,3.0,0.0,3.0,4.1,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,2.0,-1.0,0.0,1.5,3.0,0.0,0.0,2.0,1.5,
Marius Bülter,Forward,24.4,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.1,-3.0,1.0,0.0,0.0,0.0,0.30000000000000004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Manuel Gulde,Defender,63.1,,0.0,0.0,-2.0,,0.0,0.0,0.0,0.0,-1.8,-2.0,1.5,3.0,0.0,0.0,1.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,
